id,Hectare,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions
226,36I,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True,runs from (me)
227,32B,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,True,True,True,"approaches (primarily),runs from (initially),follows"
228,37E,10062018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,doesn't see me
229,12B,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,False,False,False,True,False,False,True,False,
230,04E,10082018,Adult,Gray,,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
231,14A,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
232,15F,10102018,Adult,Gray,,Above Ground,on fence,True,False,False,False,False,,False,False,False,False,False,False,False,True,
233,09B,10132018,Juvenile,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
234,08C,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False,
235,06B,10172018,Adult,Gray,Cinnamon,Ground Plane,,True,True,False,False,True,,False,False,False,False,False,False,False,False,
236,05D,10202018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,False,True,small jumps,False,False,False,False,False,False,False,False,
237,39B,10182018,,,,Above Ground,,False,False,False,False,False,unknown,True,False,False,False,False,False,False,False,
238,40A,10102018,Adult,Gray,Cinnamon,Ground Plane,bottom great hill,False,False,False,False,True,,False,False,False,True,False,False,True,True,dog chased
239,04E,10202018,Adult,Gray,"Cinnamon, White",Above Ground,,False,False,True,False,False,sitting very still,False,False,False,False,False,False,True,False,
240,32E,10072018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
241,32E,10172018,Adult,Gray,,Ground Plane,treed area,False,False,False,True,True,,False,False,False,False,False,False,False,True,
242,02D,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False,
243,06F,10082018,Adult,Cinnamon,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
244,10B,10142018,Adult,Gray,White,Above Ground,gingko tree by traffic light in front of Strawberry Fields,False,False,False,False,True,,False,False,False,False,True,False,False,False,came over on tree to see me then disappeared
245,03C,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
246,07F,10082018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,see stories and locations
247,07B,10082018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
248,38D,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,False,hiding in log,False,False,False,False,False,False,True,False,
249,10C,10132018,,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
250,06G,10202018,Adult,Gray,,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,True,False,
251,26I,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,hiding food,False,False,False,False,True,False,True,False,
252,10A,10062018,Juvenile,Cinnamon,,Ground Plane,Bridle Path lawn,False,False,False,True,False,,False,False,False,False,False,False,False,False,
253,01B,10122018,Adult,Cinnamon,,Above Ground,on tree trunk,False,True,True,False,False,,False,False,False,False,False,False,True,False,
254,09A,10102018,,Cinnamon,,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,True,False,
255,03D,10062018,Juvenile,Cinnamon,Gray,Ground Plane,on top [of] a big rock/boulder in the area,True,False,True,False,False,climbing (rock),False,False,False,False,False,True,False,False,"approaches (slightly),wary of humans"
256,37H,10182018,Adult,Gray,White,Above Ground,in a tree with red berries,False,False,False,True,False,,False,True,False,False,False,False,False,True,
257,07F,10082018,Adult,Gray,,Above Ground,,False,False,True,False,False,playing w/ #8,False,False,False,False,False,False,True,False,
258,06A,10062018,Adult,Gray,"Cinnamon, White",Above Ground,tree,False,False,True,False,False,,True,False,False,False,False,False,False,False,
259,32I,10132018,Adult,Cinnamon,Gray,Above Ground,In and below shrub,False,False,True,False,True,,False,False,False,True,False,False,True,False,
260,07H,10062018,Adult,Gray,,Above Ground,tree,True,False,True,True,True,,False,False,False,False,False,False,True,False,
261,02E,10142018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
262,12F,10202018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
263,14E,10082018,Adult,Gray,,Ground Plane,,False,False,False,True,False,walking,False,False,False,False,False,False,False,True,
264,04B,10182018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False,
265,05E,10122018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
266,15F,10072018,Adult,Cinnamon,White,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,False,True,
267,31F,10072018,Adult,Gray,White,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,True,False,
268,08B,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
269,23D,10132018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,True,False,False,"approaches (he saw me,came towards,then darted up)"
270,39H,10132018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,ran away when a human approached with a dog
271,38C,10192018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,True,True,False,False,False,False,True,False,
272,30B,10192018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,True,True,True,,False,False,False,False,False,False,False,True,
273,04F,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
274,03E,10082018,Adult,Gray,,Ground Plane,,False,False,False,True,False,jump,False,False,False,False,False,False,True,False,
275,35A,10142018,Juvenile,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
276,05A,10102018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,False,
277,33I,10082018,Adult,Gray,,Above Ground,98th @ edge of park,False,False,True,False,False,,False,False,False,False,False,False,True,False,
278,37C,10132018,Adult,Gray,White,,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
279,33B,10102018,Adult,Gray,,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False,
280,10G,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
281,37I,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
282,37G,10072018,Adult,Gray,Cinnamon,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
283,11G,10122018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
284,13C,10192018,Adult,Gray,,Above Ground,,False,False,True,False,False,,True,False,False,False,False,False,True,False,
285,20A,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
286,15A,10172018,Adult,Gray,"Cinnamon, White",Above Ground,,False,False,True,True,False,eating in tree,False,False,False,False,False,False,True,False,
287,16E,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False,
288,37E,10062018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
289,22C,10132018,Adult,Gray,Cinnamon,Above Ground,,False,False,False,False,False,"sitting still,tail over back",False,False,False,False,False,False,False,False,
290,16F,10132018,Adult,Gray,Cinnamon,Ground Plane,Woods,False,False,False,False,True,,False,False,False,False,False,False,False,True,
291,08H,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
292,01G,10102018,Adult,Gray,White,Above Ground,,False,False,True,True,False,,False,False,False,True,False,False,True,False,too busy eating in his tree
293,20A,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
294,37B,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
295,15F,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
296,37E,10062018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,False,moseying,False,False,False,False,True,True,False,False,
297,35D,10132018,Juvenile,Gray,White,Above Ground,bench,False,False,False,True,False,,False,False,False,False,False,False,True,False,
298,36I,10172018,Adult,Gray,Black,Above Ground,Running down tree,True,False,True,False,False,,False,False,False,False,False,False,True,False,
299,03I,10132018,Adult,Gray,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
300,12G,10072018,,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
301,04D,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,True,True,True,climbed fence staring at me - went up tree,False,False,False,False,False,False,False,True,
302,39H,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False,
303,08C,10132018,,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
304,15E,10082018,Adult,Gray,,Above Ground,,False,False,False,False,False,sitting,False,True,False,False,False,False,False,False,
305,10I,10102018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
306,32I,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False,
307,19B,10182018,Juvenile,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
308,03B,10072018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,False,
309,35E,10062018,Adult,Gray,,Above Ground,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
310,38C,10192018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,True,
311,19H,10102018,Adult,Gray,Cinnamon,Ground Plane,near a brush,False,False,False,True,True,,False,False,False,False,False,False,False,True,
312,32D,10062018,Juvenile,Gray,"Black, Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,True,True,False,False,
313,39G,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,True,False,,False,False,False,False,False,False,False,False,
314,38G,10202018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True,
315,34I,10102018,Adult,Gray,,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
316,12A,10132018,,Gray,Cinnamon,Above Ground,,False,True,False,False,False,chasing #3,False,False,False,False,False,False,True,False,
317,19F,10072018,Adult,Cinnamon,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
318,20C,10182018,Adult,Cinnamon,,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,True,False,False,
319,22A,10172018,Adult,Gray,,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
320,33I,10062018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
321,36E,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,indifferent (moving very fast)
322,32F,10122018,,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,made a back-door escape from dog off-leash,False,False,False,False,False,False,False,True,
323,28D,10122018,Adult,Black,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True,
324,10G,10062018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False,
325,39G,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
326,21E,10122018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
327,17E,10182018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
328,14D,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
329,39F,10062018,Adult,Gray,White,Above Ground,lower branch of tree,False,False,False,True,False,,False,False,False,False,False,False,False,True,ran up tree when approached
330,10F,10192018,Adult,Gray,Cinnamon,Ground Plane,Grassy area,False,False,False,False,True,,False,False,False,False,False,False,False,True,
331,27A,10062018,Juvenile,Gray,Cinnamon,Above Ground,on a tree,False,False,False,True,True,walking up & down branches,False,False,False,False,False,False,True,False,
332,18D,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
333,06A,10062018,Adult,Gray,"Cinnamon, White",Above Ground,tree,False,True,False,True,False,,False,False,False,True,True,False,False,False,
